ticket_id,user_id,issue_category,priority,resolution_time_hours,satisfaction_score
31184,31184,Billing,High,16.3,4.8
31185,31185,Feature Request,Low,15.6,5
31186,31186,Feature Request,High,21.8,4.2
31187,31187,Technical,Low,5.6,5
31188,31188,Technical,Low,39.1,3.5
31189,31189,Bug,Low,24.9,3.8
31190,31190,Feature Request,Low,24.7,4.2
31191,31191,Billing,Low,9.3,4.7
31192,31192,Billing,High,1,5
31193,31193,Billing,High,10.2,5
31194,31194,Feature Request,Medium,1,5
31195,31195,Billing,High,15.7,4.1
31196,31196,Bug,Medium,16.7,3.6
31197,31197,Technical,Medium,8.8,4.7
31198,31198,Billing,Low,12.9,4.7
31199,31199,Feature Request,Medium,5.3,4.1
31200,31200,Billing,High,23,4.5
31201,31201,Bug,High,2,5
31202,31202,Bug,Medium,4.9,4.5
31203,31203,Feature Request,Medium,8.5,3.8
31204,31204,Feature Request,Medium,1,5
31205,31205,Billing,Low,31.1,3.1
31206,31206,Technical,Medium,4.3,4.8
31207,31207,Technical,Medium,10,5
31208,31208,Technical,Medium,7.3,4.1
31209,31209,Billing,High,1,5
31210,31210,Bug,Low,13.8,4.4
31211,31211,Technical,Low,5,5
31212,31212,Feature Request,Medium,8.9,5
31213,31213,Billing,Medium,20.8,4.7
31214,31214,Billing,Low,5.3,3.9
31215,31215,Bug,Medium,4.4,5
31216,31216,Bug,High,8.9,4.8
31217,31217,Bug,Medium,1.6,5
31218,31218,Billing,Low,10.9,5
31219,31219,Billing,High,1,5
31220,31220,Technical,High,11.6,4.6
31221,31221,Feature Request,High,3.2,5
31222,31222,Billing,Medium,2.7,5
31223,31223,Technical,High,1.4,5
31224,31224,Technical,Medium,8.3,5
31225,31225,Billing,Medium,41.5,3
31226,31226,Technical,Medium,11.1,3.5
31227,31227,Feature Request,Medium,4,5
31228,31228,Technical,Medium,10,4.9
31229,31229,Bug,Low,6.1,4.8
31230,31230,Feature Request,High,7.7,5
31231,31231,Bug,High,31.2,3.3
31232,31232,Feature Request,Medium,5.3,5
31233,31233,Billing,High,1,5
31234,31234,Technical,High,1,5
31235,31235,Technical,High,6.5,5
31236,31236,Bug,High,5,5
31237,31237,Bug,High,10.5,3.9
31238,31238,Bug,Low,6.6,3.7
31239,31239,Technical,Low,1,5
31240,31240,Bug,High,7,4.9
31241,31241,Feature Request,High,49.4,2.9
31242,31242,Bug,High,35.9,3.7
31243,31243,Technical,High,9.5,4.5
31244,31244,Technical,High,1.3,5
31245,31245,Billing,Medium,1,5
31246,31246,Feature Request,High,3.8,4.1
31247,31247,Bug,Low,37.2,2.3
31248,31248,Bug,Medium,6.9,5
31249,31249,Billing,Medium,18.7,4.3
31250,31250,Bug,Medium,22.6,4.5
31251,31251,Billing,High,3.7,5
31252,31252,Technical,High,9.2,4.5
31253,31253,Feature Request,Medium,10.8,5
31254,31254,Bug,Medium,1.1,5
31255,31255,Billing,Low,6.4,5
31256,31256,Technical,Medium,6,5
31257,31257,Billing,Medium,17,4.7
31258,31258,Technical,High,6.1,5
31259,31259,Billing,High,3.1,5
31260,31260,Bug,High,1.8,4.7
31261,31261,Technical,Medium,8.5,5
31262,31262,Bug,High,6.7,5
31263,31263,Billing,Low,2.3,4
31264,31264,Bug,High,2.1,5
31265,31265,Bug,Low,3.2,4.9
31266,31266,Technical,Medium,3.3,5
31267,31267,Technical,High,24.9,4.2
31268,31268,Bug,High,1.4,5
31269,31269,Feature Request,Low,3.4,5
31270,31270,Bug,Low,21.2,4.4
31271,31271,Technical,Medium,4,4.3
31272,31272,Bug,High,6.1,5
31273,31273,Technical,High,1,5
31274,31274,Bug,Low,13,5
31275,31275,Technical,Low,47.5,3.1
31276,31276,Feature Request,Low,1,5
31277,31277,Feature Request,High,16.1,4.8
31278,31278,Bug,Low,11.4,4.8
31279,31279,Technical,High,2.9,5
31280,31280,Feature Request,Medium,12.1,4
31281,31281,Billing,High,19.6,4.3
31282,31282,Billing,High,6.5,5
31283,31283,Billing,Medium,4.1,4.1
31284,31284,Bug,High,10.3,5
31285,31285,Bug,High,45,3.5
31286,31286,Bug,Low,16.8,4.6
31287,31287,Technical,High,5.3,5
31288,31288,Billing,High,9.5,3.6
31289,31289,Bug,Low,1.4,5
31290,31290,Technical,Medium,2.4,5
31291,31291,Feature Request,Low,8.7,4.9
31292,31292,Technical,Low,1.8,5
31293,31293,Feature Request,High,17.4,5
31294,31294,Technical,High,38.7,3.3
31295,31295,Bug,High,6.8,5
31296,31296,Billing,Low,7.3,5
31297,31297,Technical,High,9.2,4.9
31298,31298,Bug,High,21.9,4.4
31299,31299,Technical,High,2.5,4.5
31300,31300,Feature Request,Low,39.8,2.4
31301,31301,Technical,High,25.7,3.8
31302,31302,Billing,Medium,5.7,5
31303,31303,Billing,Low,17,4.5
31304,31304,Technical,High,8.3,5
31305,31305,Bug,High,67.1,2.6
31306,31306,Bug,High,5.8,5
31307,31307,Feature Request,Low,7.7,5
31308,31308,Billing,High,13.8,3.5
31309,31309,Feature Request,Low,6.3,5
31310,31310,Billing,Low,25.7,3.8
31311,31311,Technical,Low,12.6,4.4
31312,31312,Technical,Low,11.8,4.5
31313,31313,Technical,Low,43.4,2.8
31314,31314,Technical,Medium,15.3,5
31315,31315,Feature Request,Low,50.1,2.7
31316,31316,Feature Request,Low,5.3,4.9
31317,31317,Feature Request,Medium,3.9,5
31318,31318,Bug,High,8.2,4.9
31319,31319,Billing,Low,21.2,4.9
31320,31320,Technical,High,11.8,5
31321,31321,Bug,High,1.8,4.2
31322,31322,Bug,Medium,5.8,4.9
31323,31323,Feature Request,Low,27.7,2.8
31324,31324,Technical,High,28.3,3.8
31325,31325,Bug,Medium,11.3,5
31326,31326,Billing,Medium,8.8,5
31327,31327,Bug,Medium,67.1,2
31328,31328,Bug,High,12.5,5
31329,31329,Feature Request,High,20.9,4.1
31330,31330,Billing,Medium,1.4,5
31331,31331,Feature Request,High,1.2,5
31332,31332,Feature Request,High,1,5
31333,31333,Feature Request,Low,31.7,2.7
31334,31334,Bug,High,28.5,3.9
31335,31335,Bug,High,6.2,4.1
31336,31336,Billing,Low,7.5,4.9
31337,31337,Bug,Medium,23.9,3.6
31338,31338,Billing,High,17.4,4.4
31339,31339,Feature Request,Medium,14.5,4.1
31340,31340,Bug,Medium,40.6,3
31341,31341,Bug,High,41.4,3.8
31342,31342,Bug,Low,18.3,5
31343,31343,Feature Request,High,5,5
31344,31344,Bug,Medium,15.6,5
31345,31345,Bug,Medium,23.9,3.9
31346,31346,Feature Request,High,3.6,4.7
31347,31347,Feature Request,Low,18.1,4.4
31348,31348,Bug,Medium,17.3,4.8
31349,31349,Bug,Medium,13.1,4.4
31350,31350,Bug,Medium,13.2,4.4
31351,31351,Billing,Low,26.7,4.5
31352,31352,Feature Request,Medium,40,3.9
31353,31353,Bug,Low,31.7,3.9
31354,31354,Billing,Medium,14.5,4.2
31355,31355,Bug,Medium,7.6,4.8
31356,31356,Billing,Low,26.8,4
31357,31357,Technical,Low,31,4.1
31358,31358,Bug,High,1,5
31359,31359,Technical,Low,2.1,4.3
31360,31360,Bug,Low,11.2,4.7
31361,31361,Feature Request,Medium,10.1,4.5
31362,31362,Feature Request,Medium,21.5,3.6
31363,31363,Bug,High,7.5,3.6
31364,31364,Bug,High,4.9,5
31365,31365,Feature Request,Low,4.4,5
31366,31366,Technical,High,5.7,5
31367,31367,Technical,Medium,1,4.7
31368,31368,Billing,Medium,3.4,5
31369,31369,Billing,Low,1,5
31370,31370,Technical,Medium,11.8,4.6
31371,31371,Bug,Medium,23,4.4
31372,31372,Bug,High,4.7,5
31373,31373,Technical,Medium,29.1,4.3
31374,31374,Technical,Low,6.7,4.9
31375,31375,Bug,High,1.5,5
31376,31376,Billing,High,4.2,4
31377,31377,Bug,Low,1.5,5
31378,31378,Technical,High,29,4.4
31379,31379,Billing,High,10.6,4.1
31380,31380,Billing,High,10.4,4.5
31381,31381,Technical,Medium,1.1,5
31382,31382,Technical,Medium,34.3,3.5
31383,31383,Bug,Low,6.4,5
31384,31384,Technical,Medium,45,3.3
31385,31385,Feature Request,Medium,8.3,4.7
31386,31386,Feature Request,High,1,5
31387,31387,Feature Request,Low,1,4
31388,31388,Technical,High,25.1,4.1
31389,31389,Feature Request,Medium,4.7,5
31390,31390,Feature Request,High,7.5,5
31391,31391,Bug,Medium,24.3,3.8
31392,31392,Billing,Low,1,4.9
31393,31393,Billing,Low,21.1,4.4
31394,31394,Feature Request,Low,26.4,4.2
31395,31395,Bug,High,1,5
31396,31396,Bug,High,9.3,5
31397,31397,Billing,High,8.1,5
31398,31398,Billing,Medium,6.1,5
31399,31399,Feature Request,High,1,5
31400,31400,Billing,Medium,4.9,4
31401,31401,Technical,Low,1,5
31402,31402,Feature Request,High,7.7,5
31403,31403,Technical,Medium,5.1,5
31404,31404,Billing,Low,3,5
31405,31405,Technical,Low,1.5,5
31406,31406,Bug,High,45.1,3.4
31407,31407,Technical,High,26.6,4
31408,31408,Bug,Medium,2.3,4.4
31409,31409,Bug,Medium,4.4,4.1
31410,31410,Bug,Low,24.8,4.3
31411,31411,Feature Request,Low,13.9,4.9
31412,31412,Feature Request,High,10,5
31413,31413,Billing,Medium,8.9,5
31414,31414,Billing,High,14.8,5
31415,31415,Bug,Medium,8.2,5
31416,31416,Bug,Medium,1.6,5
31417,31417,Bug,Low,9.1,5
31418,31418,Technical,Medium,8.4,5
31419,31419,Feature Request,Medium,3.9,4.9
31420,31420,Feature Request,Medium,4.2,4.9
31421,31421,Technical,High,1.7,5
31422,31422,Billing,Low,17.3,4.8
31423,31423,Feature Request,Medium,27.2,3
31424,31424,Technical,Medium,1,5
31425,31425,Technical,Low,4.1,4.4
31426,31426,Billing,Low,11.7,3.7
31427,31427,Billing,Low,8.6,4.4
31428,31428,Billing,Medium,31.1,2.8
31429,31429,Technical,High,1.2,5
31430,31430,Technical,High,1.2,5
31431,31431,Bug,Low,3.7,5
31432,31432,Feature Request,Low,54.2,3
31433,31433,Feature Request,Medium,12.6,4.7
31434,31434,Technical,High,15,4.9
31435,31435,Feature Request,Low,5,5
31436,31436,Bug,Low,12.5,5
31437,31437,Billing,High,6.5,5
31438,31438,Bug,Low,22.9,4
31439,31439,Bug,Medium,22.1,4.8
31440,31440,Billing,High,11.4,4.4
31441,31441,Billing,Medium,3.2,5
31442,31442,Feature Request,High,1,4.7
31443,31443,Feature Request,Low,5.7,4.1
31444,31444,Billing,Medium,16.5,3.7
31445,31445,Bug,High,10.5,5
31446,31446,Technical,Low,8.1,5
31447,31447,Billing,Low,2.2,5
31448,31448,Billing,High,18,3.1
31449,31449,Bug,Low,27.3,4.5
31450,31450,Bug,Low,27.8,4
31451,31451,Billing,Low,13.3,4.5
31452,31452,Technical,High,10.8,5
31453,31453,Billing,High,2.6,5
31454,31454,Feature Request,Low,6.6,5
31455,31455,Bug,Medium,12.5,3.7
31456,31456,Bug,Medium,18.3,3.4
31457,31457,Feature Request,Medium,28.4,3.9
31458,31458,Feature Request,High,6.7,4.9
31459,31459,Technical,Low,1,5
31460,31460,Feature Request,High,6.3,5
31461,31461,Feature Request,Low,3.9,5
31462,31462,Billing,High,3.9,5
31463,31463,Bug,Medium,1,5
31464,31464,Feature Request,High,1.2,4
31465,31465,Bug,Low,1,5
31466,31466,Feature Request,High,8.7,4.3
31467,31467,Billing,High,23.4,4.7
31468,31468,Technical,High,19.7,3.9
31469,31469,Feature Request,High,41.1,2.4
31470,31470,Technical,High,7.8,4.9
31471,31471,Billing,Medium,11.9,4.9
31472,31472,Bug,Low,3.5,5
31473,31473,Feature Request,Medium,17,4.5
31474,31474,Feature Request,High,6.9,5
31475,31475,Feature Request,Low,1,4.3
31476,31476,Technical,High,2,5
31477,31477,Bug,Medium,16.4,4.3
31478,31478,Technical,Medium,11.7,4.5
31479,31479,Billing,High,5.6,4.4
31480,31480,Billing,Medium,10,4.3
31481,31481,Billing,Medium,12.6,5
31482,31482,Technical,Medium,5.7,5
31483,31483,Billing,High,3.3,4.9
31484,31484,Bug,Medium,10.5,5
31485,31485,Billing,High,8.2,5
31486,31486,Technical,Medium,22.8,4.7
31487,31487,Billing,High,1,5
31488,31488,Bug,Medium,9.4,4.9
31489,31489,Technical,Low,5.8,3.9
31490,31490,Feature Request,High,14.3,5
31491,31491,Bug,Medium,9.3,4.7
31492,31492,Technical,Medium,11.4,4.6
31493,31493,Feature Request,Low,4.1,5
31494,31494,Bug,Low,5.3,5
31495,31495,Bug,Medium,2.1,5
31496,31496,Bug,Low,1.8,5
31497,31497,Billing,Medium,1,5
31498,31498,Bug,Low,5.5,4.9
31499,31499,Technical,Low,8.9,4.7
31500,31500,Technical,Medium,2.6,5
31501,31501,Bug,Medium,19.7,4.4
31502,31502,Feature Request,Low,9.2,5
31503,31503,Billing,Medium,9.9,5
31504,31504,Technical,High,8.8,5
31505,31505,Bug,Medium,10.4,5
31506,31506,Technical,Low,8,4.9
31507,31507,Billing,Medium,1.2,4
31508,31508,Bug,High,3.9,5
31509,31509,Billing,Low,24.6,4
31510,31510,Billing,High,6.8,5
31511,31511,Billing,Medium,1.3,4.6
31512,31512,Feature Request,Low,1.8,5
31513,31513,Billing,Medium,15.1,4.9
31514,31514,Feature Request,Low,34.2,3.4
31515,31515,Feature Request,Low,9.6,5
31516,31516,Technical,Low,16.1,4.8
31517,31517,Bug,Low,1.2,5
31518,31518,Technical,Low,5.6,5
31519,31519,Bug,Low,16.3,4.5
31520,31520,Technical,Medium,5.7,5
31521,31521,Billing,Medium,16.3,4.7
31522,31522,Billing,High,1,5
31523,31523,Bug,Medium,6.6,5
31524,31524,Technical,Medium,44.7,3.8
31525,31525,Billing,Medium,5.8,3.8
31526,31526,Feature Request,Low,10.9,4.7
31527,31527,Bug,Low,1,5
31528,31528,Technical,Medium,8.9,3.7
31529,31529,Bug,High,1.9,5
31530,31530,Technical,High,39.6,2.4
31531,31531,Bug,Medium,5.3,5
31532,31532,Billing,Medium,11.2,4.8
31533,31533,Technical,Medium,3.7,3.9
31534,31534,Billing,Low,4,4.7
31535,31535,Bug,Low,17.5,4.2
31536,31536,Feature Request,High,2.9,4.3
31537,31537,Feature Request,Medium,25.6,4.4
31538,31538,Bug,High,11,3.9
31539,31539,Bug,Medium,1.6,4.9
31540,31540,Feature Request,High,4,5
31541,31541,Feature Request,Medium,8.5,4.6
31542,31542,Feature Request,Low,9.9,3.7
31543,31543,Technical,Low,2.1,5
31544,31544,Bug,Low,14.1,5
31545,31545,Billing,Low,1,4.5
31546,31546,Bug,High,18.1,4.5
31547,31547,Billing,High,4.4,4.2
31548,31548,Feature Request,Low,1,5
31549,31549,Bug,Low,8.1,5
31550,31550,Feature Request,Low,6,5
31551,31551,Bug,High,10.2,3.8
31552,31552,Billing,High,15.3,3.9
31553,31553,Bug,Medium,10.3,3.7
31554,31554,Bug,Low,1,5
31555,31555,Feature Request,High,11.4,4.6
31556,31556,Technical,Medium,9.4,4.3
31557,31557,Billing,Medium,1,5
31558,31558,Bug,Medium,24.3,3.5
31559,31559,Feature Request,Medium,2.5,5
31560,31560,Feature Request,Medium,25.4,3.6
31561,31561,Bug,Low,1,5
31562,31562,Billing,Low,4.9,4.7
31563,31563,Billing,Low,14.2,3.8
31564,31564,Feature Request,Medium,1,5
31565,31565,Feature Request,High,1.7,5
31566,31566,Technical,Low,15.4,3.7
31567,31567,Billing,Medium,9.2,4.8
31568,31568,Feature Request,Low,42.3,3.1
31569,31569,Feature Request,Medium,18.4,4.6
31570,31570,Billing,High,2.8,5
31571,31571,Billing,Low,2.6,5
31572,31572,Bug,Medium,32,4.3
31573,31573,Bug,Low,1,5
31574,31574,Feature Request,High,32.3,4.2
31575,31575,Billing,Low,27.7,4.4
31576,31576,Technical,Low,18.1,4.6
31577,31577,Bug,High,3.5,5
31578,31578,Feature Request,Medium,9.8,5
31579,31579,Technical,High,14.9,4.7
31580,31580,Technical,High,6.9,5
31581,31581,Bug,Medium,27.2,4
31582,31582,Billing,Medium,15.4,4.6
31583,31583,Feature Request,Low,1.4,4.4
31584,31584,Bug,High,11.3,5
31585,31585,Bug,Low,1,4.3
31586,31586,Bug,High,12.2,4.3
31587,31587,Bug,High,21.8,4.2
31588,31588,Bug,High,10.3,4.7
31589,31589,Billing,Low,1,5
31590,31590,Feature Request,Medium,5.2,5
31591,31591,Billing,Medium,27.6,4
31592,31592,Feature Request,High,29.5,3.6
31593,31593,Technical,Low,18.7,3.7
31594,31594,Billing,High,10.8,5
31595,31595,Feature Request,Low,15.6,5
31596,31596,Feature Request,Low,1,5
31597,31597,Billing,High,6.1,5
31598,31598,Billing,Low,1,5
31599,31599,Technical,High,34.7,3.9
31600,31600,Technical,High,4.2,5
31601,31601,Technical,High,8.5,4.9
31602,31602,Technical,High,17.9,5
31603,31603,Bug,High,1,5
31604,31604,Bug,Medium,1,4.3
31605,31605,Bug,Low,3.1,4.5
31606,31606,Billing,Low,18.1,4.9
31607,31607,Feature Request,Low,11.7,5
31608,31608,Billing,High,6.4,4.9
31609,31609,Technical,Low,10.3,4.7
31610,31610,Billing,Low,43.2,2.5
31611,31611,Technical,Low,30.2,2.6
31612,31612,Billing,High,27.6,4.4
31613,31613,Bug,Medium,2.3,5
31614,31614,Feature Request,Low,24.6,4.6
31615,31615,Feature Request,High,6.6,5
31616,31616,Bug,High,6.1,4.3
31617,31617,Feature Request,Low,21.2,4.9
31618,31618,Billing,Low,2.8,4.6
31619,31619,Feature Request,Low,1,5
31620,31620,Feature Request,High,14.8,4.3
31621,31621,Billing,Low,18.9,4.7
31622,31622,Technical,High,27.9,3.5
31623,31623,Feature Request,Medium,27.5,4.3
31624,31624,Feature Request,Low,106.8,1
31625,31625,Bug,Medium,11.2,5
31626,31626,Bug,Low,1.7,5
31627,31627,Technical,High,1,5
31628,31628,Feature Request,Low,19.4,4.4
31629,31629,Billing,Low,12.4,4.5
31630,31630,Bug,Medium,9.4,5
31631,31631,Billing,Low,23,4.4
31632,31632,Billing,High,12.3,4.6
31633,31633,Feature Request,High,13.6,5
31634,31634,Technical,High,9.9,5
31635,31635,Feature Request,Low,1,5
31636,31636,Technical,Low,25.3,3.7
31637,31637,Feature Request,Medium,11.5,4.6
31638,31638,Technical,Low,2.6,5
31639,31639,Billing,High,17.5,5
31640,31640,Technical,Low,97.8,1
31641,31641,Technical,High,5.1,5
31642,31642,Bug,Medium,6.7,5
31643,31643,Feature Request,Low,10.2,4
31644,31644,Technical,High,1,5
31645,31645,Billing,Medium,55,1.7
31646,31646,Technical,Low,13.6,4.7
31647,31647,Technical,Medium,11.2,4.6
31648,31648,Billing,Medium,32.4,3.9
31649,31649,Feature Request,Low,6.3,4.4
31650,31650,Feature Request,Low,20.7,4
31651,31651,Billing,Low,8.5,5
31652,31652,Bug,Medium,4.9,5
31653,31653,Feature Request,Low,21.6,4.6
31654,31654,Feature Request,Low,4.7,5
31655,31655,Technical,Low,40.7,3.9
31656,31656,Technical,Medium,6.8,4.8
31657,31657,Billing,Low,1,5
31658,31658,Feature Request,High,3,5
31659,31659,Feature Request,High,9.6,4.8
31660,31660,Billing,Medium,9.1,5
31661,31661,Billing,Medium,10.2,5
31662,31662,Feature Request,Low,11.3,5
31663,31663,Billing,High,17.8,4.3
31664,31664,Bug,Low,4.2,4.3
31665,31665,Technical,Low,19.2,4.8
31666,31666,Billing,Medium,8.8,4.6
31667,31667,Technical,Medium,17.6,3.2
31668,31668,Feature Request,Low,1,5
31669,31669,Bug,High,4.1,5
31670,31670,Billing,High,2.1,4.4
31671,31671,Technical,Low,8.7,5
31672,31672,Technical,High,6.7,4.1
31673,31673,Technical,Low,1.6,4.2
31674,31674,Technical,High,13.3,4.7
31675,31675,Billing,High,2.8,5
31676,31676,Billing,Low,9.1,4.5
31677,31677,Billing,High,1.3,5
31678,31678,Technical,Medium,9.8,3.6
31679,31679,Feature Request,Medium,5.9,4.1
31680,31680,Technical,High,37.6,3.4
31681,31681,Bug,High,4.6,5
31682,31682,Feature Request,High,14.4,4.8
31683,31683,Billing,Low,13.2,4.5
31684,31684,Billing,Medium,3.2,5
31685,31685,Feature Request,Medium,9.4,4.9
31686,31686,Feature Request,Medium,1.5,5
31687,31687,Technical,High,5.7,5
31688,31688,Feature Request,Low,30.9,4.2
31689,31689,Billing,Medium,25.9,4.5
31690,31690,Technical,Low,1,5
31691,31691,Bug,High,7.1,5
31692,31692,Bug,High,24,4.1
31693,31693,Feature Request,High,1.7,5
31694,31694,Bug,High,6.8,5
31695,31695,Billing,Low,14.7,4.7
31696,31696,Billing,High,1,5
31697,31697,Technical,Low,5.4,5
31698,31698,Technical,High,2.3,5
31699,31699,Feature Request,Low,8.1,5
31700,31700,Bug,Low,1.4,5
31701,31701,Feature Request,Low,9.7,5
31702,31702,Bug,Medium,3.7,5
31703,31703,Technical,High,5.4,4.8
31704,31704,Feature Request,Low,1.1,5
31705,31705,Billing,Medium,2.8,5
31706,31706,Technical,Medium,1.2,5
31707,31707,Bug,High,23.2,3.8
31708,31708,Feature Request,Low,4.6,4.4
31709,31709,Billing,Low,1.6,4.8
31710,31710,Bug,Low,1,5
31711,31711,Feature Request,High,4.8,4.6
31712,31712,Feature Request,Low,1,4.7
31713,31713,Feature Request,High,10.6,5
31714,31714,Feature Request,Low,10.7,5
31715,31715,Bug,Low,8.4,4.1
31716,31716,Technical,Medium,6.1,5
31717,31717,Technical,High,20.5,4.4
31718,31718,Technical,High,8.1,5
31719,31719,Bug,Low,6.5,4.5
31720,31720,Billing,High,25.6,4.3
31721,31721,Billing,High,4.5,5
31722,31722,Feature Request,Low,39.2,2.1
31723,31723,Technical,High,35.1,4
31724,31724,Feature Request,Medium,3.2,5
31725,31725,Technical,High,3.7,5
31726,31726,Bug,High,2.3,5
31727,31727,Billing,Low,1,4.7
31728,31728,Bug,Low,3.3,5
31729,31729,Billing,Medium,6.8,5
31730,31730,Feature Request,Medium,1,5
31731,31731,Technical,Medium,1,5
31732,31732,Bug,Medium,20.4,4.2
31733,31733,Billing,Low,1,5
31734,31734,Billing,Low,2.1,4.4
31735,31735,Bug,Medium,10.2,5
31736,31736,Feature Request,High,13.2,4.7
31737,31737,Technical,Medium,5.5,5
31738,31738,Technical,Low,20.6,4.4
31739,31739,Technical,High,9.1,4.5
31740,31740,Technical,Medium,3.8,5
31741,31741,Billing,Medium,41.4,3.3
31742,31742,Feature Request,High,3.8,4.3
31743,31743,Technical,Medium,30.3,3.8
31744,31744,Billing,Low,7.6,4.6
31745,31745,Billing,Medium,1,5
31746,31746,Technical,Medium,37.7,3.5
31747,31747,Bug,High,20,4.2
31748,31748,Feature Request,High,13,4.6
31749,31749,Feature Request,Low,21.7,4.8
31750,31750,Feature Request,Low,5.5,5
31751,31751,Feature Request,Medium,3.1,4.2
31752,31752,Feature Request,Medium,1.6,4.8
31753,31753,Bug,Low,7.8,4.8
31754,31754,Feature Request,Medium,26.3,4.4
31755,31755,Feature Request,Low,16.8,4.9
31756,31756,Bug,Medium,13,5
31757,31757,Technical,Medium,45.4,3.5
31758,31758,Bug,Medium,5.8,5
31759,31759,Technical,Medium,1,5
31760,31760,Feature Request,Low,9.4,3.7
31761,31761,Billing,High,5.6,4.8
31762,31762,Technical,High,4.4,5
31763,31763,Technical,Medium,5.2,5
31764,31764,Feature Request,High,32.7,2.4
31765,31765,Billing,High,16.5,4.5
31766,31766,Technical,High,4,5
31767,31767,Feature Request,High,8.5,4.8
31768,31768,Billing,Medium,8.6,4.9
31769,31769,Feature Request,High,5.3,5
31770,31770,Bug,Low,15,5
31771,31771,Feature Request,High,12.7,3.6
31772,31772,Bug,High,1,4.7
31773,31773,Feature Request,Medium,10.2,3.7
31774,31774,Technical,Medium,21.7,3.3
31775,31775,Billing,Low,1.2,4.9
31776,31776,Technical,High,2.8,4
31777,31777,Feature Request,High,12.4,4.9
31778,31778,Billing,Medium,22.2,4.9
31779,31779,Billing,Medium,4.2,5
31780,31780,Bug,Low,14.9,4.9
31781,31781,Billing,Medium,2.3,4.9
31782,31782,Technical,Medium,1,4.6
31783,31783,Feature Request,Medium,66.5,2.5
31784,31784,Bug,High,1.2,5
31785,31785,Feature Request,Medium,5.4,4.5
31786,31786,Feature Request,High,1,5
31787,31787,Feature Request,Low,21.1,4.3
31788,31788,Billing,Low,30.6,3.8
31789,31789,Billing,High,7.4,4.8
31790,31790,Technical,High,5.6,5
31791,31791,Billing,High,19,3.6
31792,31792,Bug,High,6.2,4.9
31793,31793,Technical,Medium,16.1,5
31794,31794,Feature Request,Low,1,5
31795,31795,Bug,High,6,4.9
31796,31796,Bug,High,3.5,5
31797,31797,Bug,Medium,3.5,4.2
31798,31798,Feature Request,High,31.2,4
31799,31799,Bug,High,5.4,4.9
31800,31800,Bug,Low,3.1,5
31801,31801,Technical,High,1,5
31802,31802,Billing,Medium,5.8,5
31803,31803,Feature Request,Low,6.6,5
31804,31804,Technical,Low,1,4.4
31805,31805,Feature Request,Medium,26,3.8
31806,31806,Bug,High,11.3,5
31807,31807,Billing,Medium,9.1,5
31808,31808,Bug,Medium,8.9,5
31809,31809,Billing,Low,7.8,5
31810,31810,Billing,High,1.2,5
31811,31811,Feature Request,Medium,1,5
31812,31812,Technical,Low,13.8,3.9
31813,31813,Bug,Medium,12.6,5
31814,31814,Feature Request,High,22.3,4.1
31815,31815,Bug,Medium,16.3,4
31816,31816,Feature Request,Low,20.2,4.9
31817,31817,Feature Request,High,69,1.7
31818,31818,Billing,Low,2.6,4.4
31819,31819,Feature Request,Low,10,5
31820,31820,Technical,High,24,4.7
31821,31821,Billing,High,20.8,4.4
31822,31822,Technical,Low,6.7,4.9
31823,31823,Bug,High,27.8,3.3
31824,31824,Billing,Low,2.9,5
31825,31825,Feature Request,High,15,3.9
31826,31826,Technical,High,6.7,4.2
31827,31827,Technical,Low,7.7,4.5
31828,31828,Technical,Low,13.7,5
31829,31829,Bug,Low,1,4.4
31830,31830,Feature Request,Low,8.4,4.8
31831,31831,Feature Request,Medium,22.7,4
31832,31832,Billing,Medium,11.4,4.5
31833,31833,Billing,Low,23.7,4.5
31834,31834,Feature Request,Low,8.4,5
31835,31835,Billing,High,11.5,5
31836,31836,Billing,Medium,1,5
31837,31837,Feature Request,High,14.5,4.3
31838,31838,Billing,Low,30.3,3.8
31839,31839,Bug,Medium,27.1,3
31840,31840,Feature Request,Low,12.8,4.8
31841,31841,Technical,High,19,4.4
31842,31842,Bug,Low,2.6,4.7
31843,31843,Feature Request,Low,20.5,4.9
31844,31844,Feature Request,Medium,11.2,4.5
31845,31845,Billing,Low,2.1,4.4
31846,31846,Bug,Low,6.8,5
31847,31847,Technical,High,24,4.2
31848,31848,Billing,Medium,2.1,5
31849,31849,Bug,Low,2.1,5
31850,31850,Billing,Low,6.9,5
31851,31851,Billing,Low,25.3,4.3
31852,31852,Technical,Low,9.2,5
31853,31853,Billing,Low,6.3,3.8
31854,31854,Feature Request,High,2.8,5
31855,31855,Feature Request,Medium,7.2,4.8
31856,31856,Bug,Medium,8.5,5
31857,31857,Technical,High,6.2,5
31858,31858,Feature Request,High,9.8,4.9
31859,31859,Technical,Low,1,5
31860,31860,Bug,Low,1.9,5
31861,31861,Billing,Medium,1,5
31862,31862,Feature Request,Medium,17.2,5
31863,31863,Feature Request,Medium,1,5
31864,31864,Feature Request,Medium,9.5,5
31865,31865,Technical,Medium,7.3,5
31866,31866,Bug,Medium,2.8,5
31867,31867,Billing,High,19.9,4.5
31868,31868,Billing,High,1.6,4
31869,31869,Bug,High,1,5
31870,31870,Bug,Medium,7.8,3.7
31871,31871,Technical,High,1,4.6
31872,31872,Technical,Low,5.5,3.8
31873,31873,Feature Request,Medium,12,4.9
31874,31874,Billing,Medium,5.7,4.8
31875,31875,Bug,Low,1,5
